NUM_NEWTON_STEPS,ADDR_WIDTH_0,ADDR_WIDTH_1,ADDR_WIDTH_2,WORD_WIDTH,RMSRE,MAX_REL_ERROR
0,2,4,4,14,0.0002535252,0.0008927939
0,2,5,5,15,9.535804e-05,0.0004785277
0,3,5,5,17,3.141944e-05,0.0001125149
0,3,6,6,18,1.179462e-05,5.316541e-05
0,4,6,6,20,4.414692e-06,1.484171e-05
0,4,7,7,21,2.137165e-06,7.650059e-06
