# seed = 1781169358
magic_constant, RMSRE
1064286000, 9.6867395194e-02
1064287000, 9.6727542957e-02
1064288000, 9.6587686498e-02
1064289000, 9.6447821907e-02
1064290000, 9.6307908815e-02
1064291000, 9.6167997149e-02
1064292000, 9.6028057830e-02
1064293000, 9.5888126853e-02
1064294000, 9.5748212058e-02
1064295000, 9.5608286346e-02
1064296000, 9.5468382142e-02
1064297000, 9.5328501950e-02
1064298000, 9.5188625805e-02
1064299000, 9.5048775233e-02
1064300000, 9.4908953280e-02
1064301000, 9.4769147382e-02
1064302000, 9.4629367919e-02
1064303000, 9.4489598311e-02
1064304000, 9.4349843159e-02
1064305000, 9.4210103341e-02
1064306000, 9.4070378910e-02
1064307000, 9.3930638559e-02
1064308000, 9.3790914279e-02
1064309000, 9.3651185652e-02
1064310000, 9.3511481185e-02
1064311000, 9.3371801051e-02
1064312000, 9.3232132506e-02
1064313000, 9.3092485572e-02
1064314000, 9.2952841658e-02
1064315000, 9.2813203428e-02
1064316000, 9.2673586566e-02
1064317000, 9.2534002807e-02
1064318000, 9.2394448691e-02
1064319000, 9.2254889670e-02
1064320000, 9.2115348453e-02
1064321000, 9.1975780214e-02
1064322000, 9.1836223938e-02
1064323000, 9.1696701680e-02
1064324000, 9.1557188347e-02
1064325000, 9.1417698935e-02
1064326000, 9.1278237873e-02
1064327000, 9.1138775313e-02
1064328000, 9.0999300075e-02
1064329000, 9.0859812514e-02
1064330000, 9.0720341276e-02
1064331000, 9.0580876356e-02
1064332000, 9.0441407964e-02
1064333000, 9.0301955159e-02
1064334000, 9.0162500532e-02
1064335000, 9.0023065730e-02
1064336000, 8.9883633042e-02
1064337000, 8.9744203844e-02
1064338000, 8.9604793811e-02
1064339000, 8.9465402906e-02
1064340000, 8.9326018800e-02
1064341000, 8.9186637556e-02
1064342000, 8.9047288112e-02
1064343000, 8.8907974229e-02
1064344000, 8.8768681617e-02
1064345000, 8.8629410601e-02
1064346000, 8.8490164365e-02
1064347000, 8.8350929563e-02
1064348000, 8.8211703697e-02
1064349000, 8.8072515381e-02
1064350000, 8.7933340568e-02
1064351000, 8.7794197711e-02
1064352000, 8.7655078648e-02
1064353000, 8.7515998429e-02
1064354000, 8.7376937816e-02
1064355000, 8.7237883056e-02
1064356000, 8.7098828040e-02
1064357000, 8.6959774590e-02
1064358000, 8.6820736194e-02
1064359000, 8.6681717120e-02
1064360000, 8.6542700586e-02
1064361000, 8.6403718120e-02
1064362000, 8.6264758795e-02
1064363000, 8.6125793680e-02
1064364000, 8.5986866830e-02
1064365000, 8.5847981029e-02
1064366000, 8.5709093043e-02
1064367000, 8.5570225628e-02
1064368000, 8.5431398735e-02
1064369000, 8.5292599380e-02
1064370000, 8.5153777863e-02
1064371000, 8.5014941301e-02
1064372000, 8.4876102193e-02
1064373000, 8.4737278395e-02
1064374000, 8.4598469270e-02
1064375000, 8.4459704816e-02
1064376000, 8.4320986453e-02
1064377000, 8.4182284272e-02
1064378000, 8.4043621936e-02
1064379000, 8.3904998220e-02
1064380000, 8.3766397573e-02
1064381000, 8.3627839387e-02
1064382000, 8.3489309223e-02
1064383000, 8.3350793380e-02
1064384000, 8.3212313307e-02
1064385000, 8.3073853542e-02
1064386000, 8.2935392076e-02
1064387000, 8.2796948764e-02
1064388000, 8.2658525617e-02
1064389000, 8.2520136229e-02
1064390000, 8.2381795582e-02
1064391000, 8.2243490169e-02
1064392000, 8.2105231410e-02
1064393000, 8.1967023470e-02
1064394000, 8.1828865878e-02
1064395000, 8.1690755453e-02
1064396000, 8.1552682594e-02
1064397000, 8.1414660993e-02
1064398000, 8.1276692276e-02
1064399000, 8.1138765353e-02
1064400000, 8.1000854682e-02
