NUM_NEWTON_STEPS,ADDR_WIDTH_0,ADDR_WIDTH_1,ADDR_WIDTH_2,WORD_WIDTH,LUT,DSP,RMSRE
0,2,3,3,12,37,0,0.0004805752
0,2,4,4,13,65,0,0.0001671195
0,3,4,4,15,122,0,6.097016e-05
0,3,5,5,16,233,0,2.084324e-05
0,4,5,5,18,492,0,7.594474e-06
0,4,6,6,19,940,0,2.628856e-06
1,2,3,3,12,67,3,6.138024e-07
1,2,4,4,13,97,3,9.295208e-08
1,3,4,4,15,158,3,4.222231e-08
1,3,5,5,16,271,3,4.121664e-08
1,4,5,5,18,530,3,4.087976e-08
1,4,6,6,19,978,3,4.081772e-08
