N,SIMD,clock_period,WNS,Critical path timing,Max frequency,REG,LUT,DSP,BRAM,URAM
384,4,1.9,0.088,1.812,552,910,1618,21,0,0
384,4,1.8,0.081,1.719,582,910,1618,21,0,0
384,4,1.7,0.079,1.621,617,910,1621,21,0,0
384,4,1.65,0.044,1.606,623,910,1619,21,0,0
