N,SIMD,clock_period,WNS,Critical path timing,Max frequency,REG,LUT,DSP,BRAM,URAM
128,4,4.0,1.148,2.852,351,1519,2183,16,0,0
128,4,3.0,0.703,2.297,435,1519,2183,16,0,0
128,4,2.5,0.319,2.181,459,1519,2187,16,0,0
128,4,2.0,0.173,1.827,547,1519,2235,16,0,0
