num_newton_steps, optimal_magic_constant, optimal_RMSRE
1, 1597878272, 0.005109
1, 1597882368, 0.005168
1, 1597886464, 0.005228
1, 1597890560, 0.005288
1, 1597894656, 0.005348
1, 1597898752, 0.005409
1, 1597902848, 0.005470
1, 1597906944, 0.005532
1, 1597911040, 0.005594
1, 1597915136, 0.005656
1, 1597919232, 0.005719
1, 1597923328, 0.005782
1, 1597927424, 0.005845
1, 1597931520, 0.005909
1, 1597935616, 0.005973
1, 1597939712, 0.006038
1, 1597943808, 0.006103
1, 1597947904, 0.006169
1, 1597952000, 0.006234
1, 1597956096, 0.006301
1, 1597960192, 0.006367
1, 1597964288, 0.006434
1, 1597968384, 0.006502
1, 1597972480, 0.006569
1, 1597976576, 0.006638
1, 1597980672, 0.006706
1, 1597984768, 0.006775
1, 1597988864, 0.006845
1, 1597992960, 0.006914
1, 1597997056, 0.006984
1, 1598001152, 0.007055
1, 1598005248, 0.007126
1, 1598009344, 0.007197
1, 1598013440, 0.007269
1, 1598017536, 0.007341
1, 1598021632, 0.007414
1, 1598025728, 0.007487
1, 1598029824, 0.007560
1, 1598033920, 0.007634
1, 1598038016, 0.007708
1, 1598042112, 0.007782
1, 1598046208, 0.007857
1, 1598050304, 0.007933
1, 1598054400, 0.008008
1, 1598058496, 0.008085
1, 1598062592, 0.008161
1, 1598066688, 0.008238
1, 1598070784, 0.008315
1, 1598074880, 0.008393
1, 1598078976, 0.008471
1, 1598083072, 0.008550
1, 1598087168, 0.008629
1, 1598091264, 0.008708
1, 1598095360, 0.008788
1, 1598099456, 0.008868
1, 1598103552, 0.008949
1, 1598107648, 0.009030
1, 1598111744, 0.009111
1, 1598115840, 0.009193
1, 1598119936, 0.009276
1, 1598124032, 0.009358
1, 1598128128, 0.009441
1, 1598132224, 0.009525
1, 1598136320, 0.009609
1, 1598140416, 0.009693
1, 1598144512, 0.009778
1, 1598148608, 0.009863
1, 1598152704, 0.009949
1, 1598156800, 0.010035
1, 1598160896, 0.010121
1, 1598164992, 0.010208
1, 1598169088, 0.010295
1, 1598173184, 0.010383
1, 1598177280, 0.010471
1, 1598181376, 0.010559
1, 1598185472, 0.010648
1, 1598189568, 0.010738
1, 1598193664, 0.010827
1, 1598197760, 0.010918
1, 1598201856, 0.011008
1, 1598205952, 0.011099
1, 1598210048, 0.011191
1, 1598214144, 0.011283
1, 1598218240, 0.011375
1, 1598222336, 0.011468
1, 1598226432, 0.011561
1, 1598230528, 0.011655
1, 1598234624, 0.011749
1, 1598238720, 0.011843
1, 1598242816, 0.011938
1, 1598246912, 0.012033
1, 1598251008, 0.012129
1, 1598255104, 0.012225
1, 1598259200, 0.012322
1, 1598263296, 0.012419
1, 1598267392, 0.012516
1, 1598271488, 0.012614
1, 1598275584, 0.012713
1, 1598279680, 0.012811
1, 1598283776, 0.012911
1, 1598287872, 0.013010
1, 1598291968, 0.013110
1, 1598296064, 0.013211
1, 1598300160, 0.013312
1, 1598304256, 0.013413
1, 1598308352, 0.013515
1, 1598312448, 0.013617
1, 1598316544, 0.013720
1, 1598320640, 0.013823
1, 1598324736, 0.013927
1, 1598328832, 0.014031
1, 1598332928, 0.014136
1, 1598337024, 0.014240
1, 1598341120, 0.014346
1, 1598345216, 0.014452
1, 1598349312, 0.014558
1, 1598353408, 0.014665
1, 1598357504, 0.014772
1, 1598361600, 0.014880
1, 1598365696, 0.014988
1, 1598369792, 0.015096
1, 1598373888, 0.015205
1, 1598377984, 0.015315
1, 1598382080, 0.015425
1, 1598386176, 0.015535
1, 1598390272, 0.015646
1, 1598394368, 0.015757
1, 1598398464, 0.015869
1, 1598402560, 0.015981
1, 1598406656, 0.016094
1, 1598410752, 0.016207
1, 1598414848, 0.016321
1, 1598418944, 0.016435
1, 1598423040, 0.016549
1, 1598427136, 0.016664
1, 1598431232, 0.016779
1, 1598435328, 0.016895
1, 1598439424, 0.017012
1, 1598443520, 0.017129
1, 1598447616, 0.017246
1, 1598451712, 0.017364
1, 1598455808, 0.017482
1, 1598459904, 0.017601
1, 1598464000, 0.017720
1, 1598468096, 0.017839
1, 1598472192, 0.017960
1, 1598476288, 0.018080
1, 1598480384, 0.018201
1, 1598484480, 0.018323
1, 1598488576, 0.018445
1, 1598492672, 0.018567
1, 1598496768, 0.018690
1, 1598500864, 0.018814
1, 1598504960, 0.018938
1, 1598509056, 0.019062
1, 1598513152, 0.019187
1, 1598517248, 0.019312
1, 1598521344, 0.019438
1, 1598525440, 0.019564
1, 1598529536, 0.019691
1, 1598533632, 0.019818
1, 1598537728, 0.019946
1, 1598541824, 0.020074
1, 1598545920, 0.020203
1, 1598550016, 0.020332
1, 1598554112, 0.020462
1, 1598558208, 0.020592
1, 1598562304, 0.020723
1, 1598566400, 0.020854
1, 1598570496, 0.020986
1, 1598574592, 0.021118
1, 1598578688, 0.021251
1, 1598582784, 0.021384
1, 1598586880, 0.021518
1, 1598590976, 0.021652
1, 1598595072, 0.021786
1, 1598599168, 0.021921
1, 1598603264, 0.022057
1, 1598607360, 0.022193
1, 1598611456, 0.022330
1, 1598615552, 0.022467
1, 1598619648, 0.022605
1, 1598623744, 0.022743
1, 1598627840, 0.022882
1, 1598631936, 0.023021
1, 1598636032, 0.023160
1, 1598640128, 0.023300
1, 1598644224, 0.023441
1, 1598648320, 0.023582
1, 1598652416, 0.023724
1, 1598656512, 0.023866
1, 1598660608, 0.024009
1, 1598664704, 0.024152
1, 1598668800, 0.024296
1, 1598672896, 0.024440
1, 1598676992, 0.024585
1, 1598681088, 0.024730
1, 1598685184, 0.024876
1, 1598689280, 0.025022
1, 1598693376, 0.025169
1, 1598697472, 0.025317
1, 1598701568, 0.025465
1, 1598705664, 0.025613
1, 1598709760, 0.025762
1, 1598713856, 0.025911
1, 1598717952, 0.026061
1, 1598722048, 0.026212
1, 1598726144, 0.026363
1, 1598730240, 0.026515
1, 1598734336, 0.026667
1, 1598738432, 0.026819
1, 1598742528, 0.026973
1, 1598746624, 0.027126
1, 1598750720, 0.027280
1, 1598754816, 0.027435
1, 1598758912, 0.027590
1, 1598763008, 0.027746
1, 1598767104, 0.027903
1, 1598771200, 0.028060
1, 1598775296, 0.028217
1, 1598779392, 0.028375
1, 1598783488, 0.028533
1, 1598787584, 0.028692
1, 1598791680, 0.028852
1, 1598795776, 0.029012
1, 1598799872, 0.029173
1, 1598803968, 0.029334
1, 1598808064, 0.029496
1, 1598812160, 0.029658
1, 1598816256, 0.029821
1, 1598820352, 0.029985
1, 1598824448, 0.030149
1, 1598828544, 0.030313
1, 1598832640, 0.030478
1, 1598836736, 0.030644
1, 1598840832, 0.030810
1, 1598844928, 0.030977
1, 1598849024, 0.031144
1, 1598853120, 0.031312
1, 1598857216, 0.031480
1, 1598861312, 0.031649
1, 1598865408, 0.031818
1, 1598869504, 0.031988
1, 1598873600, 0.032159
1, 1598877696, 0.032330
1, 1598881792, 0.032502
1, 1598885888, 0.032674
1, 1598889984, 0.032847
1, 1598894080, 0.033020
1, 1598898176, 0.033194
1, 1598902272, 0.033369
1, 1598906368, 0.033544
1, 1598910464, 0.033720
1, 1598914560, 0.033896
1, 1598918656, 0.034073
1, 1598922752, 0.034250
1, 1598926848, 0.034428
1, 1598930944, 0.034606
1, 1598935040, 0.034785
1, 1598939136, 0.034965
1, 1598943232, 0.035145
1, 1598947328, 0.035326
1, 1598951424, 0.035507
1, 1598955520, 0.035689
1, 1598959616, 0.035872
1, 1598963712, 0.036055
1, 1598967808, 0.036238
1, 1598971904, 0.036423
1, 1598976000, 0.036608
1, 1598980096, 0.036793
1, 1598984192, 0.036979
1, 1598988288, 0.037166
1, 1598992384, 0.037353
1, 1598996480, 0.037541
1, 1599000576, 0.037729
1, 1599004672, 0.037918
1, 1599008768, 0.038108
1, 1599012864, 0.038298
1, 1599016960, 0.038488
1, 1599021056, 0.038680
1, 1599025152, 0.038872
1, 1599029248, 0.039064
1, 1599033344, 0.039257
1, 1599037440, 0.039451
1, 1599041536, 0.039645
1, 1599045632, 0.039840
1, 1599049728, 0.040036
1, 1599053824, 0.040232
1, 1599057920, 0.040429
1, 1599062016, 0.040626
1, 1599066112, 0.040824
1, 1599070208, 0.041022
1, 1599074304, 0.041222
1, 1599078400, 0.041421
1, 1599082496, 0.041622
1, 1599086592, 0.041823
1, 1599090688, 0.042024
1, 1599094784, 0.042227
1, 1599098880, 0.042429
1, 1599102976, 0.042633
1, 1599107072, 0.042837
1, 1599111168, 0.043041
1, 1599115264, 0.043247
1, 1599119360, 0.043452
1, 1599123456, 0.043659
1, 1599127552, 0.043866
1, 1599131648, 0.044074
1, 1599135744, 0.044282
1, 1599139840, 0.044491
1, 1599143936, 0.044701
1, 1599148032, 0.044911
1, 1599152128, 0.045122
1, 1599156224, 0.045333
1, 1599160320, 0.045545
1, 1599164416, 0.045758
1, 1599168512, 0.045971
1, 1599172608, 0.046185
1, 1599176704, 0.046400
1, 1599180800, 0.046615
1, 1599184896, 0.046831
1, 1599188992, 0.047047
1, 1599193088, 0.047265
1, 1599197184, 0.047482
1, 1599201280, 0.047701
1, 1599205376, 0.047920
1, 1599209472, 0.048140
1, 1599213568, 0.048360
1, 1599217664, 0.048581
1, 1599221760, 0.048803
1, 1599225856, 0.049025
1, 1599229952, 0.049248
1, 1599234048, 0.049472
1, 1599238144, 0.049696
1, 1599242240, 0.049921
1, 1599246336, 0.050147
1, 1599250432, 0.050373
1, 1599254528, 0.050600
1, 1599258624, 0.050827
1, 1599262720, 0.051056
1, 1599266816, 0.051284
1, 1599270912, 0.051514
1, 1599275008, 0.051744
1, 1599279104, 0.051975
1, 1599283200, 0.052207
1, 1599287296, 0.052439
1, 1599291392, 0.052672
1, 1599295488, 0.052905
1, 1599299584, 0.053139
1, 1599303680, 0.053374
1, 1599307776, 0.053609
1, 1599311872, 0.053846
1, 1599315968, 0.054082
1, 1599320064, 0.054320
1, 1599324160, 0.054558
1, 1599328256, 0.054796
1, 1599332352, 0.055036
1, 1599336448, 0.055276
1, 1599340544, 0.055517
1, 1599344640, 0.055758
1, 1599348736, 0.056000
1, 1599352832, 0.056243
1, 1599356928, 0.056486
1, 1599361024, 0.056731
1, 1599365120, 0.056975
1, 1599369216, 0.057221
1, 1599373312, 0.057467
1, 1599377408, 0.057714
1, 1599381504, 0.057961
1, 1599385600, 0.058209
1, 1599389696, 0.058458
1, 1599393792, 0.058708
1, 1599397888, 0.058958
1, 1599401984, 0.059209
1, 1599406080, 0.059460
1, 1599410176, 0.059713
1, 1599414272, 0.059966
1, 1599418368, 0.060219
1, 1599422464, 0.060473
1, 1599426560, 0.060728
1, 1599430656, 0.060984
1, 1599434752, 0.061240
1, 1599438848, 0.061498
1, 1599442944, 0.061755
1, 1599447040, 0.062014
1, 1599451136, 0.062273
1, 1599455232, 0.062533
1, 1599459328, 0.062793
1, 1599463424, 0.063055
1, 1599467520, 0.063317
1, 1599471616, 0.063579
1, 1599475712, 0.063842
1, 1599479808, 0.064106
1, 1599483904, 0.064371
1, 1599488000, 0.064636
1, 1599492096, 0.064903
1, 1599496192, 0.065169
1, 1599500288, 0.065437
1, 1599504384, 0.065705
1, 1599508480, 0.065974
1, 1599512576, 0.066244
1, 1599516672, 0.066514
1, 1599520768, 0.066785
1, 1599524864, 0.067057
1, 1599528960, 0.067330
1, 1599533056, 0.067603
1, 1599537152, 0.067877
1, 1599541248, 0.068152
1, 1599545344, 0.068427
1, 1599549440, 0.068703
1, 1599553536, 0.068980
1, 1599557632, 0.069258
1, 1599561728, 0.069536
1, 1599565824, 0.069815
1, 1599569920, 0.070095
1, 1599574016, 0.070375
1, 1599578112, 0.070657
1, 1599582208, 0.070938
1, 1599586304, 0.071221
1, 1599590400, 0.071504
1, 1599594496, 0.071789
1, 1599598592, 0.072073
1, 1599602688, 0.072359
1, 1599606784, 0.072645
1, 1599610880, 0.072932
1, 1599614976, 0.073220
1, 1599619072, 0.073508
1, 1599623168, 0.073798
1, 1599627264, 0.074088
1, 1599631360, 0.074378
1, 1599635456, 0.074670
1, 1599639552, 0.074962
1, 1599643648, 0.075255
1, 1599647744, 0.075548
1, 1599651840, 0.075842
1, 1599655936, 0.076138
1, 1599660032, 0.076433
1, 1599664128, 0.076730
1, 1599668224, 0.077027
1, 1599672320, 0.077325
1, 1599676416, 0.077624
1, 1599680512, 0.077923
1, 1599684608, 0.078223
1, 1599688704, 0.078524
1, 1599692800, 0.078826
1, 1599696896, 0.079128
1, 1599700992, 0.079431
1, 1599705088, 0.079735
1, 1599709184, 0.080040
1, 1599713280, 0.080345
1, 1599717376, 0.080652
1, 1599721472, 0.080959
1, 1599725568, 0.081266
1, 1599729664, 0.081575
1, 1599733760, 0.081884
1, 1599737856, 0.082194
1, 1599741952, 0.082505
1, 1599746048, 0.082816
1, 1599750144, 0.083128
1, 1599754240, 0.083441
1, 1599758336, 0.083755
1, 1599762432, 0.084070
1, 1599766528, 0.084385
1, 1599770624, 0.084701
1, 1599774720, 0.085018
1, 1599778816, 0.085335
1, 1599782912, 0.085654
1, 1599787008, 0.085973
1, 1599791104, 0.086293
1, 1599795200, 0.086613
1, 1599799296, 0.086935
1, 1599803392, 0.087257
1, 1599807488, 0.087580
1, 1599811584, 0.087903
1, 1599815680, 0.088228
1, 1599819776, 0.088553
1, 1599823872, 0.088879
1, 1599827968, 0.089206
1, 1599832064, 0.089534
1, 1599836160, 0.089862
1, 1599840256, 0.090191
1, 1599844352, 0.090521
1, 1599848448, 0.090852
1, 1599852544, 0.091183
1, 1599856640, 0.091515
1, 1599860736, 0.091848
1, 1599864832, 0.092182
1, 1599868928, 0.092517
1, 1599873024, 0.092852
1, 1599877120, 0.093188
1, 1599881216, 0.093525
1, 1599885312, 0.093863
1, 1599889408, 0.094201
1, 1599893504, 0.094541
1, 1599897600, 0.094881
1, 1599901696, 0.095222
1, 1599905792, 0.095563
1, 1599909888, 0.095906
1, 1599913984, 0.096249
1, 1599918080, 0.096593
1, 1599922176, 0.096938
1, 1599926272, 0.097284
1, 1599930368, 0.097630
1, 1599934464, 0.097977
1, 1599938560, 0.098325
1, 1599942656, 0.098674
1, 1599946752, 0.099024
1, 1599950848, 0.099375
1, 1599954944, 0.099726
1, 1599959040, 0.100078
1, 1599963136, 0.100431
1, 1599967232, 0.100785
1, 1599971328, 0.101140
1, 1599975424, 0.101495
1, 1599979520, 0.101851
1, 1599983616, 0.102208
1, 1599987712, 0.102566
1, 1599991808, 0.102925
1, 1599995904, 0.103285
1, 1600000000, 0.103645
1, 1600004096, 0.104006
1, 1600008192, 0.104368
1, 1600012288, 0.104731
1, 1600016384, 0.105094
1, 1600020480, 0.105458
1, 1600024576, 0.105823
1, 1600028672, 0.106189
1, 1600032768, 0.106556
1, 1600036864, 0.106923
1, 1600040960, 0.107292
1, 1600045056, 0.107661
1, 1600049152, 0.108031
1, 1600053248, 0.108402
1, 1600057344, 0.108773
1, 1600061440, 0.109146
1, 1600065536, 0.109520
1, 1600069632, 0.109894
1, 1600073728, 0.110269
1, 1600077824, 0.110645
1, 1600081920, 0.111022
1, 1600086016, 0.111400
1, 1600090112, 0.111778
1, 1600094208, 0.112158
1, 1600098304, 0.112538
1, 1600102400, 0.112919
1, 1600106496, 0.113301
1, 1600110592, 0.113684
1, 1600114688, 0.114068
1, 1600118784, 0.114452
1, 1600122880, 0.114838
1, 1600126976, 0.115224
1, 1600131072, 0.115611
1, 1600135168, 0.115999
1, 1600139264, 0.116388
1, 1600143360, 0.116778
1, 1600147456, 0.117168
1, 1600151552, 0.117560
1, 1600155648, 0.117952
1, 1600159744, 0.118345
1, 1600163840, 0.118739
1, 1600167936, 0.119134
1, 1600172032, 0.119530
1, 1600176128, 0.119927
1, 1600180224, 0.120324
1, 1600184320, 0.120723
1, 1600188416, 0.121122
1, 1600192512, 0.121522
1, 1600196608, 0.121923
1, 1600200704, 0.122325
1, 1600204800, 0.122728
1, 1600208896, 0.123131
1, 1600212992, 0.123536
1, 1600217088, 0.123941
1, 1600221184, 0.124347
1, 1600225280, 0.124754
1, 1600229376, 0.125162
1, 1600233472, 0.125571
1, 1600237568, 0.125980
1, 1600241664, 0.126391
1, 1600245760, 0.126802
1, 1600249856, 0.127214
1, 1600253952, 0.127627
1, 1600258048, 0.128041
1, 1600262144, 0.128456
1, 1600266240, 0.128872
1, 1600270336, 0.129289
1, 1600274432, 0.129706
1, 1600278528, 0.130125
1, 1600282624, 0.130544
1, 1600286720, 0.130964
1, 1600290816, 0.131385
1, 1600294912, 0.131807
1, 1600299008, 0.132230
1, 1600303104, 0.132654
1, 1600307200, 0.133078
1, 1600311296, 0.133504
1, 1600315392, 0.133930
1, 1600319488, 0.134357
1, 1600323584, 0.134785
1, 1600327680, 0.135214
1, 1600331776, 0.135644
1, 1600335872, 0.136075
1, 1600339968, 0.136507
1, 1600344064, 0.136939
1, 1600348160, 0.137373
1, 1600352256, 0.137807
1, 1600356352, 0.138243
1, 1600360448, 0.138679
1, 1600364544, 0.139116
1, 1600368640, 0.139555
1, 1600372736, 0.139994
1, 1600376832, 0.140434
1, 1600380928, 0.140875
1, 1600385024, 0.141316
1, 1600389120, 0.141759
1, 1600393216, 0.142202
1, 1600397312, 0.142647
1, 1600401408, 0.143092
1, 1600405504, 0.143539
1, 1600409600, 0.143986
1, 1600413696, 0.144434
1, 1600417792, 0.144883
1, 1600421888, 0.145333
1, 1600425984, 0.145784
1, 1600430080, 0.146236
1, 1600434176, 0.146688
1, 1600438272, 0.147142
1, 1600442368, 0.147596
1, 1600446464, 0.148052
1, 1600450560, 0.148508
1, 1600454656, 0.148966
1, 1600458752, 0.149424
1, 1600462848, 0.149883
1, 1600466944, 0.150343
1, 1600471040, 0.150804
1, 1600475136, 0.151266
1, 1600479232, 0.151728
1, 1600483328, 0.152192
1, 1600487424, 0.152657
1, 1600491520, 0.153122
1, 1600495616, 0.153589
1, 1600499712, 0.154056
1, 1600503808, 0.154525
1, 1600507904, 0.154994
1, 1600512000, 0.155464
1, 1600516096, 0.155935
1, 1600520192, 0.156408
1, 1600524288, 0.156881
1, 1600528384, 0.157355
1, 1600532480, 0.157830
1, 1600536576, 0.158305
1, 1600540672, 0.158782
1, 1600544768, 0.159260
1, 1600548864, 0.159739
1, 1600552960, 0.160219
1, 1600557056, 0.160699
1, 1600561152, 0.161181
1, 1600565248, 0.161664
1, 1600569344, 0.162147
1, 1600573440, 0.162631
1, 1600577536, 0.163117
1, 1600581632, 0.163603
1, 1600585728, 0.164091
1, 1600589824, 0.164579
1, 1600593920, 0.165068
1, 1600598016, 0.165558
1, 1600602112, 0.166049
1, 1600606208, 0.166542
1, 1600610304, 0.167035
1, 1600614400, 0.167529
1, 1600618496, 0.168024
1, 1600622592, 0.168520
1, 1600626688, 0.169017
1, 1600630784, 0.169515
1, 1600634880, 0.170014
1, 1600638976, 0.170514
1, 1600643072, 0.171015
1, 1600647168, 0.171517
1, 1600651264, 0.172020
1, 1600655360, 0.172523
1, 1600659456, 0.173028
1, 1600663552, 0.173534
1, 1600667648, 0.174041
1, 1600671744, 0.174548
1, 1600675840, 0.175057
1, 1600679936, 0.175567
1, 1600684032, 0.176077
1, 1600688128, 0.176589
1, 1600692224, 0.177101
1, 1600696320, 0.177614
1, 1600700416, 0.178129
1, 1600704512, 0.178644
1, 1600708608, 0.179160
1, 1600712704, 0.179678
1, 1600716800, 0.180196
1, 1600720896, 0.180715
1, 1600724992, 0.181235
1, 1600729088, 0.181757
1, 1600733184, 0.182279
1, 1600737280, 0.182802
1, 1600741376, 0.183326
1, 1600745472, 0.183851
1, 1600749568, 0.184377
1, 1600753664, 0.184904
1, 1600757760, 0.185432
1, 1600761856, 0.185961
1, 1600765952, 0.186491
1, 1600770048, 0.187022
1, 1600774144, 0.187554
1, 1600778240, 0.188087
1, 1600782336, 0.188621
1, 1600786432, 0.189156
1, 1600790528, 0.189692
1, 1600794624, 0.190229
1, 1600798720, 0.190767
1, 1600802816, 0.191305
1, 1600806912, 0.191845
1, 1600811008, 0.192386
1, 1600815104, 0.192928
1, 1600819200, 0.193471
1, 1600823296, 0.194015
1, 1600827392, 0.194560
1, 1600831488, 0.195106
1, 1600835584, 0.195653
1, 1600839680, 0.196200
1, 1600843776, 0.196749
1, 1600847872, 0.197300
1, 1600851968, 0.197851
1, 1600856064, 0.198403
1, 1600860160, 0.198956
1, 1600864256, 0.199511
1, 1600868352, 0.200066
1, 1600872448, 0.200622
1, 1600876544, 0.201180
1, 1600880640, 0.201738
1, 1600884736, 0.202297
1, 1600888832, 0.202858
1, 1600892928, 0.203420
1, 1600897024, 0.203982
1, 1600901120, 0.204546
1, 1600905216, 0.205111
1, 1600909312, 0.205677
1, 1600913408, 0.206243
1, 1600917504, 0.206811
1, 1600921600, 0.207380
1, 1600925696, 0.207950
1, 1600929792, 0.208522
1, 1600933888, 0.209094
1, 1600937984, 0.209667
1, 1600942080, 0.210241
1, 1600946176, 0.210817
1, 1600950272, 0.211393
1, 1600954368, 0.211971
1, 1600958464, 0.212550
1, 1600962560, 0.213129
1, 1600966656, 0.213710
1, 1600970752, 0.214292
1, 1600974848, 0.214875
1, 1600978944, 0.215459
1, 1600983040, 0.216043
1, 1600987136, 0.216629
1, 1600991232, 0.217217
1, 1600995328, 0.217805
1, 1600999424, 0.218394
1, 1601003520, 0.218984
1, 1601007616, 0.219575
1, 1601011712, 0.220168
1, 1601015808, 0.220761
1, 1601019904, 0.221356
1, 1601024000, 0.221951
1, 1601028096, 0.222548
1, 1601032192, 0.223146
1, 1601036288, 0.223745
1, 1601040384, 0.224344
1, 1601044480, 0.224945
1, 1601048576, 0.225547
1, 1601052672, 0.226150
1, 1601056768, 0.226754
1, 1601060864, 0.227359
1, 1601064960, 0.227965
1, 1601069056, 0.228573
1, 1601073152, 0.229181
1, 1601077248, 0.229790
1, 1601081344, 0.230400
1, 1601085440, 0.231012
1, 1601089536, 0.231624
1, 1601093632, 0.232238
1, 1601097728, 0.232853
1, 1601101824, 0.233468
1, 1601105920, 0.234085
1, 1601110016, 0.234703
1, 1601114112, 0.235322
1, 1601118208, 0.235942
1, 1601122304, 0.236563
1, 1601126400, 0.237185
1, 1601130496, 0.237809
1, 1601134592, 0.238433
1, 1601138688, 0.239059
1, 1601142784, 0.239686
1, 1601146880, 0.240313
1, 1601150976, 0.240942
1, 1601155072, 0.241572
1, 1601159168, 0.242204
1, 1601163264, 0.242836
1, 1601167360, 0.243469
1, 1601171456, 0.244104
1, 1601175552, 0.244739
1, 1601179648, 0.245376
1, 1601183744, 0.246013
1, 1601187840, 0.246652
1, 1601191936, 0.247292
1, 1601196032, 0.247933
1, 1601200128, 0.248575
1, 1601204224, 0.249219
1, 1601208320, 0.249863
1, 1601212416, 0.250509
1, 1601216512, 0.251155
1, 1601220608, 0.251803
1, 1601224704, 0.252452
1, 1601228800, 0.253102
1, 1601232896, 0.253753
1, 1601236992, 0.254405
1, 1601241088, 0.255058
1, 1601245184, 0.255713
1, 1601249280, 0.256368
1, 1601253376, 0.257025
1, 1601257472, 0.257682
1, 1601261568, 0.258341
1, 1601265664, 0.259001
1, 1601269760, 0.259662
1, 1601273856, 0.260324
1, 1601277952, 0.260987
1, 1601282048, 0.261652
1, 1601286144, 0.262317
1, 1601290240, 0.262984
1, 1601294336, 0.263651
1, 1601298432, 0.264320
1, 1601302528, 0.264990
1, 1601306624, 0.265661
1, 1601310720, 0.266333
1, 1601314816, 0.267007
1, 1601318912, 0.267681
1, 1601323008, 0.268357
1, 1601327104, 0.269033
1, 1601331200, 0.269711
1, 1601335296, 0.270390
1, 1601339392, 0.271070
1, 1601343488, 0.271751
1, 1601347584, 0.272434
1, 1601351680, 0.273117
1, 1601355776, 0.273802
1, 1601359872, 0.274487
1, 1601363968, 0.275174
1, 1601368064, 0.275862
1, 1601372160, 0.276552
1, 1601376256, 0.277242
1, 1601380352, 0.277934
1, 1601384448, 0.278626
1, 1601388544, 0.279320
1, 1601392640, 0.280015
1, 1601396736, 0.280711
1, 1601400832, 0.281409
1, 1601404928, 0.282107
1, 1601409024, 0.282807
1, 1601413120, 0.283507
1, 1601417216, 0.284209
1, 1601421312, 0.284913
1, 1601425408, 0.285617
1, 1601429504, 0.286322
1, 1601433600, 0.287029
1, 1601437696, 0.287737
1, 1601441792, 0.288445
1, 1601445888, 0.289155
1, 1601449984, 0.289867
1, 1601454080, 0.290579
1, 1601458176, 0.291293
1, 1601462272, 0.292007
1, 1601466368, 0.292723
1, 1601470464, 0.293440
1, 1601474560, 0.294158
1, 1601478656, 0.294878
1, 1601482752, 0.295598
1, 1601486848, 0.296320
1, 1601490944, 0.297043
1, 1601495040, 0.297767
1, 1601499136, 0.298492
1, 1601503232, 0.299218
1, 1601507328, 0.299946
1, 1601511424, 0.300674
1, 1601515520, 0.301404
1, 1601519616, 0.302135
1, 1601523712, 0.302867
1, 1601527808, 0.303600
1, 1601531904, 0.304334
1, 1601536000, 0.305070
1, 1601540096, 0.305807
1, 1601544192, 0.306545
1, 1601548288, 0.307284
1, 1601552384, 0.308025
1, 1601556480, 0.308766
1, 1601560576, 0.309509
1, 1601564672, 0.310253
1, 1601568768, 0.310998
1, 1601572864, 0.311745
1, 1601576960, 0.312492
1, 1601581056, 0.313241
1, 1601585152, 0.313991
1, 1601589248, 0.314742
1, 1601593344, 0.315494
1, 1601597440, 0.316248
1, 1601601536, 0.317002
1, 1601605632, 0.317758
1, 1601609728, 0.318515
1, 1601613824, 0.319274
1, 1601617920, 0.320033
1, 1601622016, 0.320794
1, 1601626112, 0.321556
1, 1601630208, 0.322319
1, 1601634304, 0.323084
1, 1601638400, 0.323849
1, 1601642496, 0.324616
1, 1601646592, 0.325384
1, 1601650688, 0.326154
1, 1601654784, 0.326924
1, 1601658880, 0.327696
1, 1601662976, 0.328469
1, 1601667072, 0.329243
1, 1601671168, 0.330019
1, 1601675264, 0.330795
1, 1601679360, 0.331573
1, 1601683456, 0.332352
1, 1601687552, 0.333133
1, 1601691648, 0.333914
1, 1601695744, 0.334697
1, 1601699840, 0.335481
1, 1601703936, 0.336267
1, 1601708032, 0.337053
1, 1601712128, 0.337841
1, 1601716224, 0.338630
1, 1601720320, 0.339420
1, 1601724416, 0.340212
1, 1601728512, 0.341004
1, 1601732608, 0.341798
1, 1601736704, 0.342593
1, 1601740800, 0.343389
1, 1601744896, 0.344187
1, 1601748992, 0.344985
1, 1601753088, 0.345785
1, 1601757184, 0.346586
1, 1601761280, 0.347388
1, 1601765376, 0.348192
1, 1601769472, 0.348997
1, 1601773568, 0.349803
1, 1601777664, 0.350610
1, 1601781760, 0.351419
1, 1601785856, 0.352229
1, 1601789952, 0.353040
1, 1601794048, 0.353852
1, 1601798144, 0.354666
1, 1601802240, 0.355481
1, 1601806336, 0.356297
1, 1601810432, 0.357115
1, 1601814528, 0.357933
1, 1601818624, 0.358753
1, 1601822720, 0.359574
1, 1601826816, 0.360397
1, 1601830912, 0.361220
1, 1601835008, 0.362045
1, 1601839104, 0.362871
1, 1601843200, 0.363698
1, 1601847296, 0.364527
1, 1601851392, 0.365357
1, 1601855488, 0.366188
1, 1601859584, 0.367020
1, 1601863680, 0.367854
1, 1601867776, 0.368689
1, 1601871872, 0.369525
1, 1601875968, 0.370363
1, 1601880064, 0.371202
1, 1601884160, 0.372042
1, 1601888256, 0.372883
1, 1601892352, 0.373726
1, 1601896448, 0.374570
1, 1601900544, 0.375415
1, 1601904640, 0.376262
1, 1601908736, 0.377109
1, 1601912832, 0.377958
1, 1601916928, 0.378808
1, 1601921024, 0.379660
1, 1601925120, 0.380512
1, 1601929216, 0.381366
1, 1601933312, 0.382221
1, 1601937408, 0.383078
1, 1601941504, 0.383936
1, 1601945600, 0.384795
1, 1601949696, 0.385655
1, 1601953792, 0.386516
1, 1601957888, 0.387379
1, 1601961984, 0.388243
